DESCRIPTION,DATE,AMOUNT,TRANSACTION TYPE,Merchant,Signed Amount,YEAR,Month,Day,reference_number_improved,Category
"inr 5284.06 successfully debited account xxxx1867 via upi grandma 07mar 2025. ref800861574331, bob amazon pay",2025-03-07,5284.06,Debited,grandma,-5284.06,2025,3,7,800861574331,Other
"inr 1726.08 successfully debited account xxxx9007 via upi brother 19jan 2025. ref624692327868, pnb phonepe",2025-01-19,1726.08,Debited,brother,-1726.08,2025,1,19,624692327868,Other
"inr 6816.71 successfully debited account xxxx1167 via upi siddharth 08jun 2025. ref225137616467, hdfc google pay",2025-06-08,6816.71,Debited,siddharth,-6816.71,2025,6,8,225137616467,Other
"inr 5684.54 successfully debited account xxxx4051 via upi rohit 02may 2025. ref612799783798, axis amazon pay",2025-05-02,5684.54,Debited,rohit,-5684.54,2025,5,2,612799783798,Other
"inr 6069.81 successfully debited account xxxx6384 via upi aisha 04feb 2025. ref696890074634, hdfc amazon pay",2025-02-04,6069.81,Debited,aisha,-6069.81,2025,2,4,696890074634,Other
"inr 2613.69 successfully debited account xxxx7874 via upi ravi 22mar 2025. ref773591824937, bob paytm",2025-03-22,2613.69,Debited,ravi,-2613.69,2025,3,22,773591824937,Other
"inr 4546.71 successfully debited account xxxx2007 via upi rohit 04mar 2025. ref413054255030, pnb phonepe",2025-03-04,4546.71,Debited,rohit,-4546.71,2025,3,4,413054255030,Other
"inr 4617.39 successfully debited account xxxx6136 via upi grandpa 28mar 2025. ref662086280210, icici amazon pay",2025-03-28,4617.39,Debited,grandpa,-4617.39,2025,3,28,662086280210,Other
"inr 717.55 successfully debited account xxxx7369 via upi megha 09jun 2025. ref162075151293, pnb paytm",2025-06-09,717.55,Debited,megha,-717.55,2025,6,9,162075151293,Other
"inr 8695.01 successfully debited account xxxx8810 via upi brother 07jul 2025. ref831942416131, icici bhim",2025-02-23,8695.01,Debited,brother,-8695.01,2025,2,23,831942416131,Other
"inr 8535.18 successfully debited account xxxx1164 via upi divya 23feb 2025. ref421314796154, bob google pay",2025-06-29,8535.18,Debited,divya,-8535.18,2025,6,29,421314796154,Other
"inr 198.62 successfully debited account xxxx5563 via upi megha 09mar 2025. ref194541798304, bob phonepe",2025-01-08,198.62,Debited,megha,-198.62,2025,1,8,194541798304,Other
"inr 6315.21 successfully debited account xxxx6516 via upi grandma 15mar 2025. ref182169653052, hdfc amazon pay",2025-05-15,6315.21,Debited,grandma,-6315.21,2025,5,15,182169653052,Other
"inr 7646.12 successfully debited account xxxx8466 via upi megha 12jan 2025. ref502803600680, hdfc bhim",2025-05-08,7646.12,Debited,megha,-7646.12,2025,5,8,502803600680,Other
"inr 1209.52 successfully debited account xxxx4987 via upi mom 05feb 2025. ref982427046867, sbi phonepe",2025-05-10,1209.52,Debited,mom,-1209.52,2025,5,10,982427046867,Other
"inr 1494.42 successfully debited account xxxx7693 via upi grandpa 02jan 2025. ref422219837088, pnb phonepe",2025-01-18,1494.42,Debited,grandpa,-1494.42,2025,1,18,422219837088,Other
"inr 362.88 successfully debited account xxxx4635 via upi rohit 20jul 2025. ref358602677361, hdfc amazon pay",2025-05-30,362.88,Debited,rohit,-362.88,2025,5,30,358602677361,Other
"inr 5375.66 successfully debited account xxxx8977 via upi megha 16jun 2025. ref902671979611, axis phonepe",2025-05-22,5375.66,Debited,megha,-5375.66,2025,5,22,902671979611,Other
"inr 6584.68 successfully debited account xxxx4055 via upi ankit 05feb 2025. ref257639096451, pnb paytm",2025-04-13,6584.68,Debited,ankit,-6584.68,2025,4,13,257639096451,Other
"inr 5579.15 successfully debited account xxxx8757 via upi sneha 23may 2025. ref583562289733, axis bhim",2025-01-03,5579.15,Debited,sneha,-5579.15,2025,1,3,583562289733,Other
"inr 6737.63 successfully debited account xxxx4920 via upi siddharth 04jan 2025. ref653635842425, hdfc amazon pay",2025-07-20,6737.63,Debited,siddharth,-6737.63,2025,7,20,653635842425,Other
"inr 3043.96 successfully debited account xxxx9456 via upi ravi 09jan 2025. ref946257827310, hdfc google pay",2025-01-26,3043.96,Debited,ravi,-3043.96,2025,1,26,946257827310,Other
"inr 9529.68 successfully debited account xxxx9965 via upi grandma 21apr 2025. ref471216466899, icici phonepe",2025-03-20,9529.68,Debited,grandma,-9529.68,2025,3,20,471216466899,Other
"inr 9162.43 successfully debited account xxxx5235 via upi divya 06mar 2025. ref656908871133, axis phonepe",2025-01-22,9162.43,Debited,divya,-9162.43,2025,1,22,656908871133,Other
"inr 9227.99 successfully debited account xxxx5628 via upi grandma 08mar 2025. ref647000659651, pnb amazon pay",2025-04-21,9227.99,Debited,grandma,-9227.99,2025,4,21,647000659651,Other
"inr 4886.74 successfully debited account xxxx8388 via upi ankit 26apr 2025. ref218196986973, axis bhim",2025-02-21,4886.74,Debited,ankit,-4886.74,2025,2,21,218196986973,Other
"inr 6751.27 successfully debited account xxxx3118 via upi vikram 08jul 2025. ref391583790377, axis paytm",2025-02-09,6751.27,Debited,vikram,-6751.27,2025,2,9,391583790377,Other
"inr 3948.05 successfully debited account xxxx2036 via upi megha 10may 2025. ref845832306433, axis phonepe",2025-03-19,3948.05,Debited,megha,-3948.05,2025,3,19,845832306433,Other
"inr 3779.04 successfully debited account xxxx7695 via upi mom 13apr 2025. ref601401086580, icici amazon pay",2025-06-29,3779.04,Debited,mom,-3779.04,2025,6,29,601401086580,Other
"inr 4249.07 successfully debited account xxxx5843 via upi karan 27feb 2025. ref829299582487, sbi google pay",2025-07-08,4249.07,Debited,karan,-4249.07,2025,7,8,829299582487,Other
"inr 7409.38 successfully debited account xxxx5646 via upi aisha 05may 2025. ref388236401569, axis paytm",2025-03-10,7409.38,Debited,aisha,-7409.38,2025,3,10,388236401569,Other
"inr 385.83 successfully debited account xxxx1956 via upi ankit 01mar 2025. ref393864084733, sbi google pay",2025-01-31,385.83,Debited,ankit,-385.83,2025,1,31,393864084733,Other
"inr 3432.77 successfully debited account xxxx7575 via upi rohit 05feb 2025. ref345609781057, hdfc phonepe",2025-04-14,3432.77,Debited,rohit,-3432.77,2025,4,14,345609781057,Other
"inr 2933.44 successfully debited account xxxx4872 via upi sister 05jun 2025. ref835453558546, hdfc phonepe",2025-02-15,2933.44,Debited,sister,-2933.44,2025,2,15,835453558546,Other
"inr 5031.96 successfully debited account xxxx8235 via upi ankit 18mar 2025. ref901322691056, axis amazon pay",2025-07-18,5031.96,Debited,ankit,-5031.96,2025,7,18,901322691056,Other
"inr 8018.87 successfully debited account xxxx8597 via upi ankit 14jun 2025. ref988150769625, icici bhim",2025-02-15,8018.87,Debited,ankit,-8018.87,2025,2,15,988150769625,Other
"inr 3910.22 successfully debited account xxxx5723 via upi siddharth 31mar 2025. ref972904548144, axis bhim",2025-06-02,3910.22,Debited,siddharth,-3910.22,2025,6,2,972904548144,Other
"inr 9218.50 successfully debited account xxxx2546 via upi dad 18mar 2025. ref770716867238, pnb paytm",2025-06-01,9218.5,Debited,dad,-9218.5,2025,6,1,770716867238,Other
"inr 3802.00 successfully debited account xxxx8929 via upi sneha 27feb 2025. ref470355913544, sbi google pay",2025-05-28,3802.0,Debited,sneha,-3802.0,2025,5,28,470355913544,Other
"inr 8988.92 successfully debited account xxxx5994 via upi vikram 07may 2025. ref490801852803, hdfc phonepe",2025-07-11,8988.92,Debited,vikram,-8988.92,2025,7,11,490801852803,Other
"inr 6054.02 successfully debited account xxxx2862 via upi sister 18jun 2025. ref607909653884, pnb paytm",2025-03-22,6054.02,Debited,sister,-6054.02,2025,3,22,607909653884,Other
"inr 9659.98 successfully debited account xxxx7720 via upi mom 14feb 2025. ref216383604144, hdfc amazon pay",2025-05-09,9659.98,Debited,mom,-9659.98,2025,5,9,216383604144,Other
"inr 3070.18 successfully debited account xxxx9198 via upi divya 15mar 2025. ref454763421418, axis google pay",2025-03-05,3070.18,Debited,divya,-3070.18,2025,3,5,454763421418,Other
"inr 7736.40 successfully debited account xxxx2520 via upi rohit 24may 2025. ref964023982222, icici paytm",2025-02-09,7736.4,Debited,rohit,-7736.4,2025,2,9,964023982222,Other
"inr 742.66 successfully debited account xxxx4501 via upi ankit 13may 2025. ref437289881268, bob google pay",2025-02-27,742.66,Debited,ankit,-742.66,2025,2,27,437289881268,Other
"inr 7148.82 successfully debited account xxxx3304 via upi dad 25feb 2025. ref636268083735, axis phonepe",2025-05-23,7148.82,Debited,dad,-7148.82,2025,5,23,636268083735,Other
"inr 4588.52 successfully debited account xxxx1505 via upi siddharth 02jun 2025. ref371165941593, icici amazon pay",2025-04-01,4588.52,Debited,siddharth,-4588.52,2025,4,1,371165941593,Other
"inr 3393.97 successfully debited account xxxx6418 via upi ankit 17may 2025. ref371796268618, pnb phonepe",2025-06-12,3393.97,Debited,ankit,-3393.97,2025,6,12,371796268618,Other
"inr 9722.16 successfully debited account xxxx3143 via upi aisha 17jan 2025. ref305394134540, pnb bhim",2025-05-09,9722.16,Debited,aisha,-9722.16,2025,5,9,305394134540,Other
"inr 4247.46 successfully debited account xxxx4269 via upi siddharth 04jan 2025. ref105822229858, axis amazon pay",2025-03-02,4247.46,Debited,siddharth,-4247.46,2025,3,2,105822229858,Other
"inr 2043.48 successfully debited account xxxx3226 via upi grandpa 09apr 2025. ref338310290894, pnb amazon pay",2025-05-02,2043.48,Debited,grandpa,-2043.48,2025,5,2,338310290894,Other
"inr 4305.38 successfully debited account xxxx7827 via upi siddharth 10mar 2025. ref306258171534, axis phonepe",2025-02-14,4305.38,Debited,siddharth,-4305.38,2025,2,14,306258171534,Other
"inr 4936.69 successfully debited account xxxx1950 via upi divya 02may 2025. ref378548865344, pnb google pay",2025-04-15,4936.69,Debited,divya,-4936.69,2025,4,15,378548865344,Other
"inr 4030.21 successfully debited account xxxx3676 via upi rohit 25jun 2025. ref270010031795, hdfc bhim",2025-03-29,4030.21,Debited,rohit,-4030.21,2025,3,29,270010031795,Other
"inr 9205.84 successfully debited account xxxx6154 via upi vikram 29may 2025. ref881355269125, bob paytm",2025-05-26,9205.84,Debited,vikram,-9205.84,2025,5,26,881355269125,Other
"inr 4320.82 successfully debited account xxxx1204 via upi vikram 13mar 2025. ref282613046850, bob google pay",2025-02-17,4320.82,Debited,vikram,-4320.82,2025,2,17,282613046850,Other
"inr 8099.85 successfully debited account xxxx1809 via upi karan 10may 2025. ref111992440664, hdfc bhim",2025-01-17,8099.85,Debited,karan,-8099.85,2025,1,17,111992440664,Other
"inr 3315.91 successfully debited account xxxx3828 via upi grandma 22apr 2025. ref473763657299, sbi google pay",2025-06-28,3315.91,Debited,grandma,-3315.91,2025,6,28,473763657299,Other
"inr 8968.50 successfully debited account xxxx3059 via upi vikram 04jan 2025. ref737871390685, pnb google pay",2025-01-22,8968.5,Debited,vikram,-8968.5,2025,1,22,737871390685,Other
"inr 1427.79 successfully debited account xxxx6274 via upi rohit 17jan 2025. ref453383353034, hdfc google pay",2025-06-26,1427.79,Debited,rohit,-1427.79,2025,6,26,453383353034,Other
"inr 8126.16 successfully debited account xxxx8769 via upi rohit 21may 2025. ref349500039700, hdfc bhim",2025-05-14,8126.16,Debited,rohit,-8126.16,2025,5,14,349500039700,Other
"inr 9435.96 successfully debited account xxxx2471 via upi aisha 09may 2025. ref697764562833, axis amazon pay",2025-03-09,9435.96,Debited,aisha,-9435.96,2025,3,9,697764562833,Other
"inr 8836.40 successfully debited account xxxx1688 via upi siddharth 18may 2025. ref241340454244, icici phonepe",2025-07-11,8836.4,Debited,siddharth,-8836.4,2025,7,11,241340454244,Other
"inr 5486.40 successfully debited account xxxx3611 via upi mom 27jan 2025. ref167497245861, pnb amazon pay",2025-01-19,5486.4,Debited,mom,-5486.4,2025,1,19,167497245861,Other
"inr 4265.07 successfully debited account xxxx2062 via upi brother 11mar 2025. ref388820257463, icici amazon pay",2025-07-07,4265.07,Debited,brother,-4265.07,2025,7,7,388820257463,Other
"inr 3490.68 successfully debited account xxxx9803 via upi sister 20apr 2025. ref182980397714, axis bhim",2025-04-03,3490.68,Debited,sister,-3490.68,2025,4,3,182980397714,Other
"inr 7354.82 successfully debited account xxxx8893 via upi megha 25jun 2025. ref842830481023, sbi amazon pay",2025-05-21,7354.82,Debited,megha,-7354.82,2025,5,21,842830481023,Other
"inr 8753.87 successfully debited account xxxx1394 via upi sneha 11apr 2025. ref191929203282, sbi phonepe",2025-01-08,8753.87,Debited,sneha,-8753.87,2025,1,8,191929203282,Other
"inr 5834.74 successfully debited account xxxx6964 via upi karan 26apr 2025. ref279971773109, icici google pay",2025-03-19,5834.74,Debited,karan,-5834.74,2025,3,19,279971773109,Other
"inr 5942.08 successfully debited account xxxx9967 via upi ravi 14apr 2025. ref715042025523, pnb phonepe",2025-04-10,5942.08,Debited,ravi,-5942.08,2025,4,10,715042025523,Other
"inr 1765.35 successfully debited account xxxx2493 via upi grandma 15mar 2025. ref281143507464, hdfc amazon pay",2025-01-11,1765.35,Debited,grandma,-1765.35,2025,1,11,281143507464,Other
"inr 6409.60 successfully debited account xxxx5935 via upi megha 01apr 2025. ref459373480053, sbi bhim",2025-07-18,6409.6,Debited,megha,-6409.6,2025,7,18,459373480053,Other
"inr 8299.18 successfully debited account xxxx8818 via upi siddharth 17jan 2025. ref923172893600, icici phonepe",2025-01-15,8299.18,Debited,siddharth,-8299.18,2025,1,15,923172893600,Other
"inr 3769.07 successfully debited account xxxx8773 via upi divya 29jun 2025. ref244129887971, axis bhim",2025-01-29,3769.07,Debited,divya,-3769.07,2025,1,29,244129887971,Other
"inr 7645.76 successfully debited account xxxx1518 via upi sister 22mar 2025. ref841144922623, axis bhim",2025-03-22,7645.76,Debited,sister,-7645.76,2025,3,22,841144922623,Other
"inr 7632.19 successfully debited account xxxx6391 via upi divya 26jan 2025. ref509289579442, pnb bhim",2025-01-26,7632.19,Debited,divya,-7632.19,2025,1,26,509289579442,Other
"inr 3556.44 successfully debited account xxxx5181 via upi divya 13jun 2025. ref466032028864, axis paytm",2025-06-13,3556.44,Debited,divya,-3556.44,2025,6,13,466032028864,Other
"inr 1322.37 successfully debited account xxxx4282 via upi ankit 14feb 2025. ref373144566470, axis bhim",2025-07-14,1322.37,Debited,ankit,-1322.37,2025,7,14,373144566470,Other
"inr 8024.52 successfully debited account xxxx7491 via upi sneha 25jan 2025. ref758701910097, icici phonepe",2025-01-25,8024.52,Debited,sneha,-8024.52,2025,1,25,758701910097,Other
"inr 2402.54 successfully debited account xxxx3543 via upi vikram 19jan 2025. ref644442341762, axis google pay",2025-01-19,2402.54,Debited,vikram,-2402.54,2025,1,19,644442341762,Other
"inr 9167.19 successfully debited account xxxx5687 via upi sister 15jan 2025. ref488007990543, pnb bhim",2025-01-15,9167.19,Debited,sister,-9167.19,2025,1,15,488007990543,Other
"inr 8295.19 successfully debited account xxxx2318 via upi ankit 22mar 2025. ref594249320669, icici paytm",2025-03-22,8295.19,Debited,ankit,-8295.19,2025,3,22,594249320669,Other
"inr 2375.54 successfully debited account xxxx1691 via upi ankit 28mar 2025. ref549076921048, pnb paytm",2025-03-28,2375.54,Debited,ankit,-2375.54,2025,3,28,549076921048,Other
"inr 958.53 successfully debited account xxxx8964 via upi grandpa 19feb 2025. ref208787942488, sbi paytm",2025-02-19,958.53,Debited,grandpa,-958.53,2025,2,19,208787942488,Other
"inr 4743.00 successfully debited account xxxx7493 via upi divya 06mar 2025. ref296926196497, bob phonepe",2025-03-06,4743.0,Debited,divya,-4743.0,2025,3,6,296926196497,Other
"inr 9986.74 successfully debited account xxxx3401 via upi vikram 28jun 2025. ref932498209182, hdfc bhim",2025-06-28,9986.74,Debited,vikram,-9986.74,2025,6,28,932498209182,Other
"inr 1281.75 successfully debited account xxxx5560 via upi siddharth 14jun 2025. ref675224800301, bob google pay",2025-06-14,1281.75,Debited,siddharth,-1281.75,2025,6,14,675224800301,Other
"inr 177.33 successfully debited account xxxx9541 via upi karan 10mar 2025 ref951566714013,sbigoogle pay 2025. ref951566714013, sbi google pay",2025-03-10,177.33,Debited,karan,-177.33,2025,3,10,951566714013,Other
"inr 19084.81 successfully credited account xxxx5912 via neft dividend 14apr2025. ref780242639919, axis neft",2025-04-14,19084.81,credited,dividend,19084.81,2025,4,14,780242639919,Income
"inr 14106.20 successfully credited account xxxx6224 via paytm govt subsidy 16may2025. ref875068979447, axis paytm",2025-05-16,14106.2,credited,govt subsidy,14106.2,2025,5,16,875068979447,Income
"inr 12149.94 successfully credited account xxxx8748 via neft govt subsidy 24feb2025. ref614709183884, bob neft",2025-02-24,12149.94,credited,govt subsidy,12149.94,2025,2,24,614709183884,Income
"inr 21463.39 successfully credited account xxxx8228 via phonepe cashback 10jul2025. ref658655915605, icici phonepe",2025-07-10,21463.39,credited,cashback,21463.39,2025,7,10,658655915605,Income
"inr 42260.96 successfully credited account xxxx8286 via google pay interest 04jan2025. ref547144233531, pnb google pay",2025-01-04,42260.96,credited,interest,42260.96,2025,1,4,547144233531,Income
"inr 28365.02 successfully credited account xxxx8366 via paytm salary 08feb2025. ref601214908328, sbi paytm",2025-02-08,28365.02,credited,salary,28365.02,2025,2,8,601214908328,Income
"inr 30243.03 successfully credited account xxxx7971 via bhim dividend 24jul2025. ref318630832103, bob bhim",2025-07-24,30243.03,credited,dividend,30243.03,2025,7,24,318630832103,Income
"inr 3962.72 successfully credited account xxxx5428 via bhim freelance 12jan2025. ref707237964097, icici bhim",2025-01-12,3962.72,credited,freelance,3962.72,2025,1,12,707237964097,Income
"inr 1659.37 successfully credited account xxxx8750 via bhim reimbursement 27jul2025. ref864530004409, sbi bhim",2025-07-27,1659.37,credited,reimbursement,1659.37,2025,7,27,864530004409,Other
"inr 36372.38 successfully credited account xxxx6394 via paytm reimbursement 24jun2025. ref620638102506, bob paytm",2025-06-24,36372.38,credited,reimbursement,36372.38,2025,6,24,620638102506,Other
"inr 39602.66 successfully credited account xxxx3932 via neft bonus 13feb2025. ref477921473372, pnb neft",2025-02-13,39602.66,credited,bonus,39602.66,2025,2,13,477921473372,Income
"inr 36760.62 successfully credited account xxxx8290 via neft reimbursement 24may2025. ref648583739571, pnb neft",2025-05-24,36760.62,credited,reimbursement,36760.62,2025,5,24,648583739571,Other
"inr 34170.41 successfully credited account xxxx2771 via bhim cashback 29apr2025. ref510081491300, bob bhim",2025-04-29,34170.41,credited,cashback,34170.41,2025,4,29,510081491300,Income
"inr 28208.55 successfully credited account xxxx5502 via neft govt subsidy 13apr2025. ref427311086071, hdfc neft",2025-04-13,28208.55,credited,govt subsidy,28208.55,2025,4,13,427311086071,Income
"inr 23232.18 successfully credited account xxxx9334 via google pay reimbursement 06may2025. ref642944218694, axis google pay",2025-05-06,23232.18,credited,reimbursement,23232.18,2025,5,6,642944218694,Other
"inr 14677.83 successfully credited account xxxx4248 via paytm bonus 30apr2025. ref955730194833, sbi paytm",2025-04-30,14677.83,credited,bonus,14677.83,2025,4,30,955730194833,Income
"inr 44669.79 successfully credited account xxxx4977 via google pay interest 09apr2025. ref191725767492, sbi google pay",2025-04-09,44669.79,credited,interest,44669.79,2025,4,9,191725767492,Income
"inr 19896.39 successfully credited account xxxx9537 via imps bonus 25apr2025. ref373378358170, pnb imps",2025-04-25,19896.39,credited,bonus,19896.39,2025,4,25,373378358170,Income
"inr 3178.47 successfully credited account xxxx4800 via phonepe dividend 12jun2025. ref657881945442, pnb phonepe",2025-06-12,3178.47,credited,dividend,3178.47,2025,6,12,657881945442,Income
"inr 24171.93 successfully credited account xxxx4857 via bhim interest 16may2025. ref169605755347, pnb bhim",2025-05-16,24171.93,credited,interest,24171.93,2025,5,16,169605755347,Income
"inr 12196.43 successfully credited account xxxx9073 via phonepe govt subsidy 31may2025. ref709931301470, hdfc phonepe",2025-05-31,12196.43,credited,govt subsidy,12196.43,2025,5,31,709931301470,Income
"inr 31421.78 successfully credited account xxxx2217 via imps bonus 14mar2025. ref401292509194, sbi imps",2025-03-14,31421.78,credited,bonus,31421.78,2025,3,14,401292509194,Income
"inr 37023.46 successfully credited account xxxx1263 via google pay dividend 09may2025. ref892391527201, sbi google pay",2025-05-09,37023.46,credited,dividend,37023.46,2025,5,9,892391527201,Income
"inr 10007.79 successfully credited account xxxx8799 via google pay loan disbursement 14may2025. ref228344118163, sbi google pay",2025-05-14,10007.79,credited,loan disbursement,10007.79,2025,5,14,228344118163,Financial
"inr 44398.32 successfully credited account xxxx7594 via bhim interest 21apr2025. ref230456334484, sbi bhim",2025-04-21,44398.32,credited,interest,44398.32,2025,4,21,230456334484,Income
"inr 32016.97 successfully credited account xxxx4178 via neft interest 09feb2025. ref806317619368, icici neft",2025-02-09,32016.97,credited,interest,32016.97,2025,2,9,806317619368,Income
"inr 34659.29 successfully credited account xxxx8080 via phonepe cashback 02feb2025. ref331171458013, bob phonepe",2025-02-02,34659.29,credited,cashback,34659.29,2025,2,2,331171458013,Income
"inr 29573.87 successfully credited account xxxx1046 via paytm loan disbursement 23mar2025. ref790522169444, pnb paytm",2025-03-23,29573.87,credited,loan disbursement,29573.87,2025,3,23,790522169444,Financial
"inr 45196.46 successfully credited account xxxx1188 via phonepe interest 27jul2025. ref939900347825, icici phonepe",2025-07-27,45196.46,credited,interest,45196.46,2025,7,27,939900347825,Income
"inr 34453.41 successfully credited account xxxx5337 via google pay interest 30jun2025. ref987436257946, icici google pay",2025-06-30,34453.41,credited,interest,34453.41,2025,6,30,987436257946,Income
"inr 33829.15 successfully credited account xxxx8027 via neft reimbursement 09jun2025. ref470491938702, hdfc neft",2025-06-09,33829.15,credited,reimbursement,33829.15,2025,6,9,470491938702,Other
"inr 43748.13 successfully credited account xxxx2759 via phonepe cashback 12feb2025. ref313863075146, pnb phonepe",2025-02-12,43748.13,credited,cashback,43748.13,2025,2,12,313863075146,Income
"inr 45842.74 successfully credited account xxxx1021 via imps govt subsidy 27jul2025. ref733994685520, sbi imps",2025-07-27,45842.74,credited,govt subsidy,45842.74,2025,7,27,733994685520,Income
"inr 48820.57 successfully credited account xxxx1796 via neft dividend 25mar2025. ref166698628190, sbi neft",2025-03-25,48820.57,credited,dividend,48820.57,2025,3,25,166698628190,Income
"inr 43645.69 successfully credited account xxxx7590 via google pay bonus 16jun2025. ref490382217683, bob google pay",2025-06-16,43645.69,credited,bonus,43645.69,2025,6,16,490382217683,Income
"inr 26657.59 successfully credited account xxxx6613 via bhim loan disbursement 09jan2025. ref132617508430, pnb bhim",2025-01-09,26657.59,credited,loan disbursement,26657.59,2025,1,9,132617508430,Financial
"inr 24122.67 successfully credited account xxxx2569 via phonepe interest 11jul2025. ref557060425312, hdfc phonepe",2025-07-11,24122.67,credited,interest,24122.67,2025,7,11,557060425312,Income
"inr 49224.19 successfully credited account xxxx4000 via neft cashback 13mar2025. ref992972603258, icici neft",2025-03-13,49224.19,credited,cashback,49224.19,2025,3,13,992972603258,Income
"inr 11552.34 successfully credited account xxxx3240 via neft interest 12mar2025. ref364785726278, hdfc neft",2025-03-12,11552.34,credited,interest,11552.34,2025,3,12,364785726278,Income
"inr 18225.12 successfully credited account xxxx8926 via bhim dividend 21jan2025. ref642925839450, axis bhim",2025-01-21,18225.12,credited,dividend,18225.12,2025,1,21,642925839450,Income
"inr 2736.98 successfully credited account xxxx5501 via neft salary 16mar2025. ref826231111260, pnb neft",2025-03-16,2736.98,credited,salary,2736.98,2025,3,16,826231111260,Income
"inr 37754.94 successfully credited account xxxx8914 via phonepe bonus 24mar2025. ref245001693870, bob phonepe",2025-03-24,37754.94,credited,bonus,37754.94,2025,3,24,245001693870,Income
"inr 511.93 successfully credited account xxxx1524 via phonepe loan disbursement 30apr2025. ref660232597682, icici phonepe",2025-04-30,511.93,credited,loan disbursement,511.93,2025,4,30,660232597682,Financial
"inr 20242.99 successfully credited account xxxx4315 via paytm salary 24apr2025. ref349625662557, icici paytm",2025-04-24,20242.99,credited,salary,20242.99,2025,4,24,349625662557,Income
"inr 4616.14 successfully credited account xxxx6946 via phonepe loan disbursement 26apr2025. ref321330347291, hdfc phonepe",2025-04-26,4616.14,credited,loan disbursement,4616.14,2025,4,26,321330347291,Financial
"inr 22704.98 successfully credited account xxxx5251 via imps reimbursement 09apr2025. ref713429186783, sbi imps",2025-04-09,22704.98,credited,reimbursement,22704.98,2025,4,9,713429186783,Other
"inr 40884.71 successfully credited account xxxx4110 via paytm freelance 28jun2025. ref372929163623, pnb paytm",2025-06-28,40884.71,credited,freelance,40884.71,2025,6,28,372929163623,Income
"inr 36665.84 successfully credited account xxxx8228 via google pay interest 23apr2025. ref261657048189, bob google pay",2025-04-23,36665.84,credited,interest,36665.84,2025,4,23,261657048189,Income
"inr 29789.75 successfully credited account xxxx7710 via google pay reimbursement 02jul2025. ref754017724830, bob google pay",2025-07-02,29789.75,credited,reimbursement,29789.75,2025,7,2,754017724830,Other
"inr 14637.81 successfully credited account xxxx8088 via paytm interest 18jan2025. ref450543240639, pnb paytm",2025-01-18,14637.81,credited,interest,14637.81,2025,1,18,450543240639,Income
"inr 38255.60 successfully credited account xxxx4349 via neft govt subsidy 14feb2025. ref741724805543, axis neft",2025-02-14,38255.6,credited,govt subsidy,38255.6,2025,2,14,741724805543,Income
"inr 48285.98 successfully credited account xxxx5041 via phonepe bonus 24mar2025. ref443275760879, axis phonepe",2025-03-24,48285.98,credited,bonus,48285.98,2025,3,24,443275760879,Income
"inr 30174.96 successfully credited account xxxx8557 via phonepe interest 20jul2025. ref167919709464, sbi phonepe",2025-07-20,30174.96,credited,interest,30174.96,2025,7,20,167919709464,Income
"inr 46224.33 successfully credited account xxxx3904 via bhim bonus 27apr2025. ref464622633952, bob bhim",2025-04-27,46224.33,credited,bonus,46224.33,2025,4,27,464622633952,Income
"inr 16459.31 successfully credited account xxxx6814 via imps interest 21may2025. ref278505566481, pnb imps",2025-05-21,16459.31,credited,interest,16459.31,2025,5,21,278505566481,Income
"inr 43892.70 successfully credited account xxxx2704 via paytm dividend 22may2025. ref688835769051, axis paytm",2025-05-22,43892.7,credited,dividend,43892.7,2025,5,22,688835769051,Income
"inr 46396.42 successfully credited account xxxx5988 via imps salary 17jul2025. ref147359258510, hdfc imps",2025-07-17,46396.42,credited,salary,46396.42,2025,7,17,147359258510,Income
"inr 39758.52 successfully credited account xxxx4989 via phonepe freelance 08mar2025. ref273921129921, bob phonepe",2025-03-08,39758.52,credited,freelance,39758.52,2025,3,8,273921129921,Income
"inr 2207.92 successfully credited account xxxx9908 via paytm dividend 02mar2025. ref782197671439, hdfc paytm",2025-03-02,2207.92,credited,dividend,2207.92,2025,3,2,782197671439,Income
"inr 35722.30 successfully credited account xxxx6385 via google pay dividend 05may2025. ref528133938899, bob google pay",2025-05-05,35722.3,credited,dividend,35722.3,2025,5,5,528133938899,Income
"inr 21818.22 successfully credited account xxxx6223 via neft cashback 14may2025. ref690033372889, bob neft",2025-05-14,21818.22,credited,cashback,21818.22,2025,5,14,690033372889,Income
"inr 28063.71 successfully credited account xxxx5913 via phonepe dividend 19apr2025. ref236571157464, sbi phonepe",2025-04-19,28063.71,credited,dividend,28063.71,2025,4,19,236571157464,Income
"inr 3504.04 successfully credited account xxxx6815 via neft interest 02jan2025. ref164158525593, bob neft",2025-01-02,3504.04,credited,interest,3504.04,2025,1,2,164158525593,Income
"inr 4029.53 successfully credited account xxxx6471 via google pay freelance 03apr2025. ref611744803443, hdfc google pay",2025-04-03,4029.53,credited,freelance,4029.53,2025,4,3,611744803443,Income
"inr 46599.33 successfully credited account xxxx4258 via bhim reimbursement 22apr2025. ref453759886231, axis bhim",2025-04-22,46599.33,credited,reimbursement,46599.33,2025,4,22,453759886231,Other
"inr 44011.14 successfully credited account xxxx8873 via neft dividend 06mar2025. ref813858862048, pnb neft",2025-03-06,44011.14,credited,dividend,44011.14,2025,3,6,813858862048,Income
